internship_id,title,company,skills,location,category,stipend,duration,education,description
135,SEO/SEM Product Manager Intern,Oracle,"MongoDB, MySQL, DSA, HTML, Node.js, CSS, Python",Chandigarh,Consulting,27557,12 weeks,B. Tech,Cloud Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
136,Operations Product Manager Intern,Deloitte,"DSA, Kotlin, Analytical Thinking, Java, React, JavaScript",Mysore,SaaS,65199,1 year,M.Tech,Logistics PM Intern: Gain experience working with AI and cutting-edge tech teams.
137,E-Commerce PM Intern,Google,"OOP, Shell Scripting, DSA, C++, Bitbucket, Leadership, Unit Testing, Deep Learning",Vadodara,Education,86549,1 year,Any Postgraduate,QA Engineer Intern: Work on live projects and impact thousands of users.
138,React Developer Intern,IBM,"React, JavaScript, Redux, CSS, DSA, Webpack, Git",Mysore,Media,43201,1 year,Undergraduate,Curriculum Developer Intern: Work on live projects and impact thousands of users.
139,Compliance PM Intern,Oracle,"Numerical Methods, Bitbucket, Java, WebSockets, Azure, Testing, SQL, DSA",Vadodara,FinTech,79569,12 weeks,Any Postgraduate,Platform Strategy Product Intern: Gain experience working with AI and cutting-edge tech teams.
140,Travel Product Manager Intern,Cognizant,"WebSockets, Communication, Python, DSA, Go",Mysore,Media,55734,5 months,MBA,Payments Product Manager Intern: Participate in user research and help define next-gen features.
141,Compliance PM Intern,Testbook,"DSA, NLP, Integration Testing, Time Management, C",Mysore,SaaS,38713,12 weeks,Undergraduate,EdTech Platform Intern: Build scalable products and solve complex technical challenges.
142,Mobile App Developer Intern,HCL,"Flutter, Dart, Android, iOS, React Native, APIs, DSA",Pune,Media,36749,12 weeks,M.Tech,Learning Experience Designer Intern: Drive initiatives and contribute to roadmap decisions.
143,Mobile App Developer Intern,SAP,"Flutter, Dart, Android, iOS, React Native, APIs, DSA",Vadodara,Education,22411,4 months,MCA,AR/VR Developer Intern: Gain experience working with AI and cutting-edge tech teams.
144,QA Engineer Intern,Meta,"Manual Testing, Selenium, Regression, JIRA, Git",Chennai,Healthcare,69357,5 months,Undergraduate,Agile Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
145,Customer Insights PM Intern,Unacademy,"JavaScript, DevOps, Spring Boot, DSA, Algorithms, Redis",Mumbai,Entertainment,67216,2 months,Undergraduate,Data Science PM Intern: Work on live projects and impact thousands of users.
146,SaaS Product Manager Intern,Netflix,"DevOps, Deep Learning, C, Redis, Sass, Version Control, DSA",Kolkata,B2B,55287,4 months,MBA,ML Intern: Build scalable products and solve complex technical challenges.
147,Operations Product Manager Intern,PhonePe,"DSA, Selenium, Bootstrap, C++, Django, Sass",Noida,Healthcare,29800,6 months,Post Graduate,"Associate Product Manager Intern: Immerse in a collaborative, diverse and learning environment."
148,Vue.js Developer Intern,Chegg,"Vue.js, JavaScript, Vuex, HTML5, SCSS, DSA",Delhi,Data Science,39223,3 months,B. Tech,Web Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
149,Platform Product Intern,Swiggy,"JavaScript, Testing, Keras, JIRA, Java, DSA",Delhi,E-Commerce,30809,1 year,Undergraduate,Assessment Platform PM Intern: Drive initiatives and contribute to roadmap decisions.
150,Travel Product Manager Intern,Tesla,"DSA, Flask, Angular, OpenCV, REST APIs, Teamwork, C++, ASP.NET",Jaipur,Entertainment,67255,8 months,Integrated MSc,Travel Product Manager Intern: Assist in designing delightful user journeys for education and tech.
151,AR/VR Developer Intern,Dream11,"Unity, Unreal Engine, C#, Oculus SDK",Mysore,Consumer Tech,24038,5 months,MBA,Mobile App Product Intern: Build scalable products and solve complex technical challenges.
152,Fintech PM Intern,PwC,"DSA, Express, Java, Bootstrap, Version Control, DSA, NLP",Delhi,FinTech,95813,6 months,BCA,Junior PM Intern: Work on live projects and impact thousands of users.
153,Node.js Developer Intern,Uber,"Node.js, Express, JavaScript, REST APIs, MongoDB, DSA, Git",Chennai,EdTech,30966,3 months,PhD,SaaS Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
154,Communication PM Intern,Dell,"C++, C, NLP, Keras, OpenCV, DSA",Noida,Media,28802,3 months,MCA,"Business Analyst PM Intern: Immerse in a collaborative, diverse and learning environment."
155,AI Research PM Intern,HCL,"DSA, GCP, JavaScript, SQL, Unit Testing",Noida,Logistics,31361,1 year,BA,HR Product Manager Intern: Present findings to senior stakeholders and PM leadership.
156,Product Management Intern,Apple,"Deep Learning, React, Python, Azure, DSA, Integration Testing, Jenkins",Delhi,Entertainment,33452,3 months,PhD,AI Product Manager Intern: Build scalable products and solve complex technical challenges.
157,EdTech Platform Intern,MakeMyTrip,"LMS, Moodle, EdTech APIs, Course Management",Lucknow,Media,95428,3 months,Bachelor of Science,Backend Developer Intern: Assist in designing delightful user journeys for education and tech.
158,Academic Research PM Intern,Accenture,"Education Research, Data Analysis, Paper Writing",Kolkata,Consumer Tech,58526,8 months,BBA,Digital Product Intern: Drive initiatives and contribute to roadmap decisions.
159,Compliance PM Intern,Tata,"DSA, JavaScript, Testing, Linux, PostgreSQL, Jenkins, Data Structures",Vizag,E-Commerce,11728,4 months,Diploma,"IoT Product Manager Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
160,Java Developer Intern,Dream11,"Java, Spring Boot, MySQL, REST API, OOP, DSA, Maven, Git",Nagpur,Media,11053,4 months,PGDM,Blockchain Developer Intern: Drive initiatives and contribute to roadmap decisions.
161,HR Product Manager Intern,Tesla,"Machine Learning, Jenkins, DevOps, DSA, JavaScript, Pandas, C++",Mumbai,Automotive,17446,5 months,MCA,Python Developer Intern: Present findings to senior stakeholders and PM leadership.
162,Angular Developer Intern,Toppr,"Angular, TypeScript, RxJS, SCSS, API Integration, DSA, Git",Vadodara,SaaS,40661,12 weeks,PGDM,Marketing Product Manager Intern: Participate in user research and help define next-gen features.
163,Associate Product Manager Intern,Johnson Controls,"DSA, Python, Flask, Spring Boot, Pandas",Gurugram,FinTech,68777,5 months,B. Tech,Java Developer Intern: Drive initiatives and contribute to roadmap decisions.
164,React Developer Intern,KPMG,"React, JavaScript, Redux, CSS, DSA, Webpack, Git",Jaipur,B2B,38435,6 months,M.Tech,"Entertainment PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
165,Cloud Engineer Intern,IBM,"AWS, Azure, GCP, Kubernetes, Terraform, Python, Git",Kolkata,SaaS,47864,12 weeks,BA,Logistics PM Intern: Drive initiatives and contribute to roadmap decisions.
166,Android Developer Intern,Testbook,"Android, Java, Kotlin, XML, SQLite, DSA",Noida,Logistics,35280,2 months,Any Graduate,Data Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
167,User Experience PM Intern,MakeMyTrip,"MySQL, GraphQL, C, DSA, Testing",Mumbai,E-Commerce,69134,6 months,B. Tech,Data Science PM Intern: Participate in user research and help define next-gen features.
168,Compliance PM Intern,Netflix,"Kanban, Tailwind CSS, C, DSA, Azure",Gurugram,Education,91908,6 months,B. Tech,Full Stack Developer Intern: Participate in user research and help define next-gen features.
169,Healthcare PM Intern,Vedantu,"DSA, C, Integration Testing, TypeScript, DSA, Shell Scripting, HTML, JIRA",Hyderabad,Logistics,38109,6 months,BBA,"Learning Experience Designer Intern: Immerse in a collaborative, diverse and learning environment."
170,AI Research Intern,Reliance,"Python, Deep Learning, NLP, TensorFlow, PyTorch, Git",Jaipur,Hospitality,33618,4 months,B. Tech,Digital Product Intern: Drive initiatives and contribute to roadmap decisions.
171,School Product Manager Intern,Swiggy,"School Operations, Outreach, Technology, Communication",Chennai,B2B,71004,12 weeks,MBA,Compliance PM Intern: Participate in user research and help define next-gen features.
172,Sustainability Product Manager Intern,TCS,"Numerical Methods, DSA, CI/CD, C++, Kotlin",Pune,Entertainment,74331,2 months,Post Graduate,EdTech Platform Intern: Gain experience working with AI and cutting-edge tech teams.
173,Junior PM Intern,Flipkart,"DSA, Python, Communication, Teamwork, Redis, Object-Oriented Programming",Noida,SaaS,84478,4 months,MCA,Marketing Product Manager Intern: Work on live projects and impact thousands of users.
174,IoT Product Manager Intern,Netflix,"Analytical Thinking, Communication, SQLite, DSA, ASP.NET, C++, GCP",Ahmedabad,Internet,78313,12 weeks,Post Graduate,"Business Analyst PM Intern: Immerse in a collaborative, diverse and learning environment."
175,Blockchain Developer Intern,Testbook,"Ethereum, Solidity, Smart Contracts, Git",Hyderabad,Hospitality,77954,8 months,Any Graduate,Strategy Product Manager Intern: Present findings to senior stakeholders and PM leadership.
176,Gaming Product Manager Intern,Bharti Airtel,"Pandas, Ruby, CSS, DSA, PostgreSQL, JavaScript, Time Management, Kanban",Ahmedabad,SaaS,44578,6 months,BA,"Web Product Manager Intern: Immerse in a collaborative, diverse and learning environment."
177,Marketing Product Manager Intern,Twitter,"Java, JIRA, React, Go, R, Data Structures, DSA",Vizag,Entertainment,14139,6 months,Bachelor of Engineering,"Platform PM Intern: Learn business strategy, user empathy, and agile execution."
178,Web Developer Intern,Meta,"HTML, CSS, JavaScript, Bootstrap, jQuery, REST APIs, Git, DSA",Chennai,Internet,51981,6 months,Post Graduate,"Android Developer Intern: Immerse in a collaborative, diverse and learning environment."
179,Database Admin Intern,Swiggy,"MySQL, MongoDB, SQL, Backup, Replication, Git",Nagpur,Data Science,22841,6 months,Undergraduate,Growth Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
180,Communication PM Intern,IBM,"Numpy, DSA, GraphQL, OOP, Shell Scripting, Git, C",Kolkata,Hospitality,24269,2 months,Diploma,Gaming Product Manager Intern: Work on live projects and impact thousands of users.
181,HR Product Manager Intern,Tech Mahindra,"C++, Selenium, PostgreSQL, SQLite, DSA, WebSockets, Deep Learning",Vadodara,Consumer Tech,58762,1 year,BA,Research Product Manager Intern: Participate in user research and help define next-gen features.
182,AI Product Manager Intern,TCS,"DSA, Sass, Azure, Scrum, JavaScript, Mocha, Jest, Express",Bangalore,B2B,44739,2 months,PhD,Virtual Classroom PM Intern: Assist in designing delightful user journeys for education and tech.
183,Marketing Product Manager Intern,Khan Academy,"TypeScript, C++, DSA, WebSockets, Kotlin, Mocha, Linux",Delhi,Entertainment,90274,3 months,M.Tech,"Technical Product Manager Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
184,AI Research PM Intern,Tata,"Java, OOP, Express, Object-Oriented Programming, NLP, DSA, Ruby, Jest",Mysore,Entertainment,64549,2 months,Any Postgraduate,Learning Data Analyst Intern: Build scalable products and solve complex technical challenges.
185,Compliance PM Intern,KPMG,"DSA, Jest, Python, Flask, Problem Solving, Azure, Unit Testing",Noida,SaaS,47853,1 year,B. Tech,E-Commerce PM Intern: Work on live projects and impact thousands of users.
186,Angular Developer Intern,KPMG,"Angular, TypeScript, RxJS, SCSS, API Integration, DSA, Git",Hyderabad,B2B,77741,8 months,B. Tech,Cloud Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
187,Virtual Classroom PM Intern,Siemens,"Video Platforms, Collaboration Tools, LMS",Mumbai,Entertainment,50071,5 months,Undergraduate,Cloud Engineer Intern: Gain experience working with AI and cutting-edge tech teams.
188,Government PM Intern,MakeMyTrip,"MongoDB, DSA, Leadership, Python, REST APIs",Chandigarh,Logistics,51383,2 months,PhD,QA Engineer Intern: Present findings to senior stakeholders and PM leadership.
189,Associate Product Manager Intern,Vedantu,"TensorFlow, CI/CD, Redis, Analytical Thinking, SQLite, C, DSA, SQL",Noida,Media,55337,4 months,B. Tech,Web Developer Intern: Present findings to senior stakeholders and PM leadership.
190,E-Commerce PM Intern,Edureka,"R, Java, Microservices, MATLAB, Ruby, DSA",Lucknow,FinTech,39918,8 months,MBA,HR Product Manager Intern: Assist in designing delightful user journeys for education and tech.
191,Junior PM Intern,Zerodha,"Machine Learning, Linux, Java, DSA, MongoDB",Vizag,Automotive,89603,5 months,B. Tech,Consumer Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
192,Platform Product Intern,WhiteHat Jr,"OpenCV, C++, DSA, PyTorch, Angular",Noida,Data Science,63681,5 months,Any Postgraduate,"Technical Product Manager Intern: Learn business strategy, user empathy, and agile execution."
193,Technical Product Manager Intern,L&T,"C++, Shell Scripting, R, GCP, C, Vue.js, DSA",Nagpur,EdTech,76504,4 months,Any Postgraduate,"Digital Product Intern: Immerse in a collaborative, diverse and learning environment."
194,EdTech Platform Intern,Infosys,"LMS, Moodle, EdTech APIs, Course Management",Vadodara,B2B,54802,1 year,MBA,"Software Engineer Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
195,Technical Product Manager Intern,Udemy,"DSA, C, TensorFlow, Ruby, Communication, Angular, WebSockets",Bangalore,Internet,32432,1 year,BBA,Marketplace Product Intern: Gain experience working with AI and cutting-edge tech teams.
196,School Product Manager Intern,WhiteHat Jr,"School Operations, Outreach, Technology, Communication",Chandigarh,Data Science,49127,2 months,BA,"API Product Manager Intern: Immerse in a collaborative, diverse and learning environment."
197,Government PM Intern,Amazon,"C, Object-Oriented Programming, DSA, Scikit-learn, OpenCV, Version Control",Chandigarh,B2B,69098,4 months,PhD,Operations Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
198,Product Management Intern,Swiggy,"Bitbucket, Deep Learning, TensorFlow, C++, DSA, PostgreSQL, Sass",Jaipur,Automotive,45148,2 months,Bachelor of Engineering,"Data Science PM Intern: Learn business strategy, user empathy, and agile execution."
199,Hardware Engineer Intern,WhiteHat Jr,"PCB Design, Electronics, Circuit Analysis, C",Vizag,Consumer Tech,90813,1 year,BCA,"Web Product Manager Intern: Learn business strategy, user empathy, and agile execution."
200,Consumer Product Manager Intern,Accenture,"C++, TensorFlow, CI/CD, WebSockets, Deep Learning, DSA, R",Kolkata,E-Commerce,57228,8 months,Undergraduate,Mobile App Product Intern: Participate in user research and help define next-gen features.
201,School Product Manager Intern,Microsoft,"School Operations, Outreach, Technology, Communication",Delhi,Media,33818,5 months,BA,EdTech Content Intern: Assist in designing delightful user journeys for education and tech.
202,Virtual Classroom PM Intern,Udemy,"Video Platforms, Collaboration Tools, LMS",Hyderabad,Automotive,28546,2 months,B. Tech,React Developer Intern: Collaborate with top-tier mentors and develop PM skillset.
